"","Full.Name","College","Draft.Year","Position","Birth.Date","Height..Inches.","Weight","Breakout.Age","Breakout.Year","College.Dominator.Rating","College.YPR","Catch.Radius","Agility.Score","X20.Yard.Shuttle","Height.adjusted.Speed.Score","SPARQ.x","Broad.Jump","X3.Cone.Drill","X40.Yard.Dash","Burst.Score","Vertical.Jump","Hand.Size","Arm.Length","n_40","n_3c","n_20s","n_vj","n_he","n_al","n_bj","cr_score","bs_score","Had.Breakout","Draft.Date","Draft.Age","BMI","Late.Breakout.Date","Pick.Number","SOS.Rank","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","BestFinish","Success"
"58","ben obomanu","Auburn",2006,"WR",1983-10-30,73,205,19.93,2003,22.5,16.9,NA,11.39,4.21,102.9509271,NA,116,7.18,4.45,101.813819578438,38,NA,NA,0.729411764705882,0.357664233576642,0.65546218487395,0.621621621621622,0.533333333333333,NA,0.361111111111111,NA,0.982732732732733,"Y",2006-04-01,22.4356164383562,27.0435353724901,2006-10-08,249,61,300,113,300,147,69,77,160,183,300,300,300,300,300,300,69,0
"59","bennie fowler iii","Michigan State",2014,"WR",1991-06-10,73,217,21.2,2012,28.4,17.3,NA,11.24,4.18,104,116.8,126,7.06,4.52,107.307039168545,36,9.5,NA,0.647058823529412,0.445255474452555,0.680672268907563,0.513513513513513,0.533333333333333,NA,0.638888888888889,NA,1.1524024024024,"Y",2014-04-01,22.8246575342466,28.6265715894164,2014-10-08,260,51,300,126,124,78,300,300,300,300,300,300,300,300,300,300,78,0
"60","bernard reedy","Toledo",2014,"WR",1991-12-31,69,175,19.7,2011,38,13.5,NA,10.91,4.07,75.8,110.5,120,6.84,4.57,103.661096962722,37,9.125,NA,0.588235294117647,0.605839416058394,0.773109243697479,0.567567567567568,0.266666666666667,NA,0.472222222222222,NA,1.03978978978979,"Y",2014-04-01,22.2657534246575,25.8401596303298,2014-10-08,260,77,300,300,300,179,300,300,300,300,300,300,300,300,300,300,179,0
"61","blair white","Michigan State",2010,"WR",1987-02-20,74.25,209,21.62,2008,28,14.1,110.14033163846,10.72,4.03,104.773767,NA,115,6.69,4.49,93.0392520030903,33.5,9.25,31.5,0.68235294117647,0.715328467153284,0.80672268907563,0.378378378378378,0.616666666666667,0.452054794520548,0.333333333333333,2.35590336157251,0.711711711711712,"Y",2010-04-01,23.1260273972603,26.6507045766305,2010-10-08,260,47,71,300,300,300,300,300,300,300,300,300,300,300,300,300,71,0
"62","bobo wilson","Florida State",2017,"WR",1995-01-25,69,189,22.7178082191781,NA,15.4,11.9,NA,NA,NA,81.9,NA,NA,NA,4.57,NA,NA,9.375,31.375,0.588235294117647,NA,NA,NA,0.266666666666667,0.438356164383562,NA,NA,NA,"N",2017-04-01,22.1972602739726,27.9073724007561,2017-10-08,260,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"63","bra'lon cherry","NC State",2017,"WR",NA,71,188,NA,NA,13.9,14.5,NA,11.23,4.28,80.3,106.4,127,6.95,4.62,112.581502226302,38.5,NA,NA,0.529411764705882,0.525547445255474,0.596638655462185,0.648648648648649,0.4,NA,0.666666666666667,NA,1.31531531531532,"N",2017-04-01,NA,26.2178139258084,2017-10-08,260,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"64","brad smith","Missouri",2006,"WR",1983-12-12,74,212,22.8383561643836,NA,NA,NA,110.209726321916,11.34,4.33,108.6,115.7,128,7.01,4.46,115.230886895867,39.5,10,33.5,0.717647058823529,0.481751824817518,0.554621848739496,0.702702702702703,0.6,0.671232876712329,0.694444444444444,2.35905218001748,1.39714714714715,"N",2006-04-01,22.3178082191781,27.2162162162162,2006-10-08,103,47,116,77,104,110,114,93,98,168,179,300,300,300,300,300,77,0
"65","bradley marquez","Texas Tech",2015,"WR",1992-12-14,71,201,21.7,2014,22.2,12.6,102.807535392782,10.84,4.04,88.1,108.7,123,6.8,4.59,108.109146453826,38,NA,30.5,0.564705882352941,0.635036496350365,0.798319327731092,0.621621621621622,0.4,0.342465753424658,0.555555555555556,2.0231740670262,1.17717717717718,"Y",2015-04-01,22.3095890410959,28.0307478674866,2015-10-08,260,22,147,177,300,300,300,300,300,300,300,300,300,300,300,300,147,0
"66","brandin cooks","Oregon State",2014,"WR",1993-09-25,70,189,18.9,2012,38.9,13.5,117.591412994916,10.57,3.81,103.1,132.9,120,6.76,4.33,101.911044703927,36,9.63,30.75,0.870588235294117,0.664233576642336,0.991596638655462,0.513513513513513,0.333333333333333,0.36986301369863,0.472222222222222,2.69399990213874,0.985735735735736,"Y",2014-04-01,20.5287671232877,27.1157142857143,2014-10-08,20,18,56,14,10,15,300,300,300,300,300,300,300,300,300,300,10,1
"67","brandon coleman","Rutgers",2014,"WR",1992-06-22,78,225,19.2,2011,26.7,15.8,101.585078080424,11.84,4.51,111.2,107.3,113,7.33,4.56,89.4905349227558,32.5,9.25,34,0.6,0.248175182481752,0.403361344537815,0.324324324324324,0.866666666666667,0.726027397260274,0.277777777777778,1.96770445549927,0.602102102102102,"Y",2014-04-01,21.7890410958904,25.9985207100592,2014-10-08,260,80,300,84,95,80,300,300,300,300,300,300,300,300,300,300,80,0
"68","brandon gibson","Washington State",2009,"WR",1987-08-13,72,210,19.1,2006,35.1,17.4,NA,11.48,4.54,89.4,86.2,113,6.94,4.64,92.1156133109485,34,NA,NA,0.505882352941177,0.532846715328467,0.378151260504202,0.405405405405405,0.466666666666667,NA,0.277777777777778,NA,0.683183183183183,"Y",2009-04-01,21.6493150684932,28.4780092592593,2009-10-08,194,23,89,53,82,46,89,96,300,300,300,300,300,300,300,300,46,0
"69","brandon lafell","LSU",2010,"WR",1986-11-04,74,211,21.8,2008,45.7,13.9,104.609050269406,11.04,4.23,97.2,101.4,115,6.81,4.58,97.4143826500781,36,8.75,32.75,0.576470588235294,0.627737226277372,0.638655462184874,0.513513513513513,0.6,0.589041095890411,0.333333333333333,2.1049187049421,0.846846846846847,"Y",2010-04-01,23.4219178082192,27.0878378378378,2010-10-08,78,5,74,61,54,50,22,80,34,54,300,300,300,300,300,300,22,1
"70","brandon lloyd","Illinois",2003,"WR",1981-07-05,72,200,20.2,2001,32.2,15.5,NA,NA,NA,86.6,NA,NA,NA,4.62,NA,36,NA,31.25,0.529411764705882,NA,NA,0.513513513513513,0.466666666666667,0.424657534246575,NA,NA,NA,"Y",2003-04-01,21.7534246575342,27.1219135802469,2003-10-08,124,42,300,300,300,93,162,81,125,2,23,26,300,107,300,300,2,1
"71","brandon marshall","Central Florida",2006,"WR",1984-03-23,76,230,21.5,2005,42.5,16.1,106.822550658591,11.27,4.31,114.7,134.6,120,6.96,4.52,103.661096962722,37,8.88,32.63,0.647058823529412,0.518248175182482,0.571428571428572,0.567567567567568,0.733333333333333,0.575890410958904,0.472222222222222,2.2053573913989,1.03978978978979,"Y",2006-04-01,22.0383561643836,27.9934210526316,2006-10-08,119,89,89,9,5,7,20,11,2,6,34,3,49,125,300,300,2,1
"72","brandon tate","North Carolina",2009,"WR",1987-10-05,73,195,19.9,2007,20,19.2,94.791465663466,11.37,4.12,89.4,106.9,112,7.25,4.57,94.716385417769,36,NA,30.75,0.588235294117647,0.306569343065693,0.73109243697479,0.513513513513513,0.533333333333333,0.36986301369863,0.25,1.65944089666281,0.763513513513513,"Y",2009-04-01,21.5041095890411,25.7243385250516,2009-10-08,83,21,168,77,300,120,184,110,162,142,138,300,300,300,300,300,77,0
"73","brandon zylstra","Concordia",2016,"WR",1993-03-24,74,214,20.5,2013,38.6,17.5,NA,11.25,4.25,93.6,106.2,124,NA,4.64,105.508374347005,36,9.25,31.25,0.505882352941177,NA,0.621848739495798,0.513513513513513,0.6,0.424657534246575,0.583333333333333,NA,1.09684684684685,"Y",2016-04-01,23.0383561643836,27.472972972973,2016-10-08,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"74","braxton miller","Ohio State",2016,"WR",1992-11-30,73,201,23.8712328767123,NA,14.8,13.1,109.506137531061,10.72,4.07,98,116.3,123,6.65,4.5,102.858989677441,35,9.13,31.75,0.670588235294117,0.744525547445255,0.773109243697479,0.459459459459459,0.533333333333333,0.479452054794521,0.555555555555556,2.32712648698193,1.01501501501502,"N",2016-04-01,23.3506849315068,26.5158566335147,2016-10-08,85,60,133,119,300,300,300,300,300,300,300,300,300,300,300,300,119,NA
"75","brelan chancellor","North Texas",2014,"WR",1992-08-06,69,188,19.1,2011,29,14.9,NA,10.99,4.16,82.2,112.9,121,6.83,4.56,111.560638408672,41,9.625,NA,0.6,0.613138686131387,0.697478991596639,0.783783783783784,0.266666666666667,NA,0.5,NA,1.28378378378378,"Y",2014-04-01,21.6657534246575,27.7597143457257,2014-10-08,260,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"76","brenton bersin","Wofford",2012,"WR",1990-05-09,75,211,19.3,2009,54.3,19.5,93.904935321486,11.37,4.27,92.7,92.7,119,7.1,4.65,99.2616600343618,35,NA,31.25,0.494117647058823,0.416058394160584,0.605042016806723,0.459459459459459,0.666666666666667,0.424657534246575,0.444444444444444,1.61921413931158,0.903903903903904,"Y",2012-04-01,21.9123287671233,26.3703111111111,2012-10-08,260,141,300,300,116,151,180,136,300,300,300,300,300,300,300,300,116,0
"77","breshad perriman","Central Florida",2015,"WR",1993-09-10,74,212,20,2013,36.6,20.9,NA,NA,NA,125.7,NA,127,NA,4.3,109.081397708712,36.5,9.25,32,0.905882352941176,NA,NA,0.540540540540541,0.6,0.506849315068493,0.666666666666667,NA,1.20720720720721,"Y",2015-04-01,21.5698630136986,27.2162162162162,2015-10-08,26,110,300,77,144,300,300,300,300,300,300,300,300,300,300,300,77,0
"78","brian brown","Richmond",2017,"WR",1994-10-22,73,204,20.9,2015,39.9,18.3,NA,11.46,4.34,86.5,92.7,119,7.12,4.66,93.136477128579,31.5,NA,NA,0.48235294117647,0.401459854014598,0.546218487394958,0.27027027027027,0.533333333333333,NA,0.444444444444444,NA,0.714714714714715,"Y",2017-04-01,22.4575342465753,26.9116156877463,2017-10-08,260,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"79","brian hartline","Ohio State",2009,"WR",1986-11-22,74,199,20.8,2007,25,13.3,NA,10.77,4.12,91.7,105.3,120,6.65,4.58,99.285966315734,34.5,NA,NA,0.576470588235294,0.744525547445255,0.73109243697479,0.432432432432432,0.6,NA,0.472222222222222,NA,0.904654654654655,"Y",2009-04-01,22.372602739726,25.5472972972973,2009-10-08,108,46,68,66,70,27,24,77,61,300,300,300,300,300,300,300,24,1
"80","brian quick","Appalachian State",2012,"WR",1989-06-05,75,220,20.3,2009,48.4,15.4,105.199003857331,11.33,4.23,105.5,107.4,119,7.1,4.55,97.5116077755667,34,9.75,34.25,0.611764705882353,0.416058394160584,0.638655462184874,0.405405405405405,0.666666666666667,0.753424657534247,0.444444444444444,2.13168814385034,0.84984984984985,"Y",2012-04-01,22.8383561643836,27.4951111111111,2012-10-08,33,163,122,104,90,152,69,158,300,300,300,300,300,300,300,300,69,0
"81","brian robiskie","Ohio State",2009,"WR",1987-12-03,74.88,209,19.84,2007,39,12.9,NA,10.91,4.19,109.4570186,NA,NA,6.72,4.46,NA,37.5,NA,NA,0.717647058823529,0.693430656934307,0.672268907563025,0.594594594594595,0.658666666666666,NA,NA,NA,NA,"Y",2009-04-01,21.3424657534247,26.2041417264775,2009-10-08,36,46,128,86,169,146,192,300,300,300,300,300,300,300,300,300,86,0
"82","brian tyms","Florida A&M",2012,"WR",1989-02-21,75,204,22.5,2011,20.1,14.2,114.151190266305,11,4.14,99.5,121.6,130,6.86,4.53,117.029551717407,39.5,NA,32.66666667,0.635294117647058,0.591240875912408,0.714285714285715,0.702702702702703,0.666666666666667,0.579908676164383,0.75,2.53789807642013,1.4527027027027,"Y",2012-04-01,23.1232876712329,25.4954666666667,2012-10-08,260,224,300,176,141,300,300,300,300,300,300,300,300,300,300,300,141,0
"83","brice butler","San Diego State",2013,"WR",1990-01-29,75,213,23.7068493150685,NA,17.1,14.5,120.865458082601,11.1,4.4,114.7,115,129,6.7,4.42,115.255193177239,39,9.375,34.5,0.764705882352941,0.708029197080292,0.495798319327731,0.675675675675676,0.666666666666667,0.780821917808219,0.722222222222222,2.84256133434549,1.3978978978979,"N",2013-04-01,23.186301369863,26.6202666666667,2013-10-08,209,108,141,100,125,107,93,300,300,300,300,300,300,300,300,300,93,0
"84","brisly estime","Syracuse",2017,"WR",NA,68,186,NA,NA,13.6,14,NA,11.42,4.29,81.6,95.6,121,7.13,4.54,100.185298726504,34.5,NA,NA,0.623529411764706,0.394160583941606,0.588235294117647,0.432432432432432,0.2,NA,0.5,NA,0.932432432432432,"N",2017-04-01,NA,28.2781141868512,2017-10-08,260,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"85","brittan golden","West Texas A&M",2012,"WR",1988-07-20,71,186,23.1,2011,32.4,18.7,NA,11.05,4.25,85.9,106.3,122,6.8,4.53,103.709709525466,36,NA,NA,0.635294117647058,0.635036496350365,0.621848739495798,0.513513513513513,0.4,NA,0.527777777777778,NA,1.04129129129129,"Y",2012-04-01,23.7150684931507,25.938901011704,2012-10-08,260,260,300,144,300,193,146,165,300,300,300,300,300,300,300,300,144,0
"86","bruce ellington","South Carolina",2014,"WR",1991-08-22,69,197,21,2012,27.5,15.8,113.98246606092,10.64,3.95,95,125.1,120,6.69,4.45,108.03622760971,39.5,9.63,31,0.729411764705882,0.715328467153284,0.873949579831933,0.702702702702703,0.266666666666667,0.397260273972603,0.472222222222222,2.53024213127321,1.17492492492492,"Y",2014-04-01,22.6246575342466,29.0886368409998,2014-10-08,106,20,119,135,300,83,300,300,300,300,300,300,300,300,300,300,83,0
"87","bryan walters","Cornell",2010,"WR",1987-11-04,72,190,21.8,2009,52.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466666666666667,NA,NA,NA,NA,"Y",2010-04-01,22.4219178082192,25.7658179012346,2010-10-08,260,198,300,166,300,300,157,91,103,300,300,300,300,300,300,300,91,0
"88","bryce treggs","California",2016,"WR",1994-04-30,70,185,22.4575342465753,NA,17.7,21.2,94.8708545376724,11.19,4.19,91.3,109.8,122,7,4.44,100.209605007876,34,9.125,30.875,0.741176470588235,0.489051094890511,0.672268907563025,0.405405405405405,0.333333333333333,0.383561643835616,0.527777777777778,1.66304320650813,0.933183183183183,"N",2016-04-01,21.9369863013699,26.5418367346939,2016-10-08,260,10,166,159,300,300,300,300,300,300,300,300,300,300,300,300,159,NA
"89","bud sasser","Missouri",2015,"WR",1992-05-29,74,216,22.3,2014,42.9,13,NA,11.26,4.38,99.5,106,120,6.88,4.58,99.285966315734,34.5,10.125,NA,0.576470588235294,0.576642335766423,0.512605042016807,0.432432432432432,0.6,NA,0.472222222222222,NA,0.904654654654655,"Y",2015-04-01,22.8547945205479,27.7297297297297,2015-10-08,201,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"90","bug howard","North Carolina",2017,"WR",1994-11-28,76,221,21.8,2016,26.2,15.6,111.2841905301,11.09,4.14,104.6,NA,119,6.95,4.58,103.63679068135,37.5,10.38,33.13,0.576470588235294,0.525547445255474,0.714285714285715,0.594594594594595,0.733333333333333,0.63068493150685,0.444444444444444,2.40780653047624,1.03903903903904,"Y",2017-04-01,22.3561643835616,26.8980263157895,2017-10-08,260,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"91","c.j. board","Jacksonville State",2017,"WR",1993-12-12,73,181,21.7,2015,23.4,14.9,NA,10.73,4.06,90.7,108.1,132,6.67,4.47,117.078164280151,38.5,NA,NA,0.705882352941177,0.72992700729927,0.781512605042017,0.648648648648649,0.533333333333333,NA,0.805555555555556,NA,1.4542042042042,"Y",2017-04-01,23.3178082191781,23.8774629386376,2017-10-08,260,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"92","caleb holley","East Central Okla",2014,"WR",1990-12-26,74,200,21.7,2012,36.6,17.6,NA,11.09,4.31,85.3,92,126,6.78,4.67,111.682169815533,38.5,NA,NA,0.470588235294118,0.64963503649635,0.571428571428572,0.648648648648649,0.6,NA,0.638888888888889,NA,1.28753753753754,"Y",2014-04-01,23.2794520547945,25.6756756756757,2014-10-08,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"93","calvin johnson","Georgia Tech",2007,"WR",1985-09-29,77,236,19.9,2005,55.3,15.8,NA,NA,NA,139,NA,139,NA,4.35,130.373700190719,42.5,9.75,36,0.847058823529412,NA,NA,0.864864864864865,0.8,0.945205479452055,1,NA,1.86486486486486,"Y",2007-04-01,21.5178082191781,27.9824590993422,2007-10-08,2,56,38,3,22,6,1,1,5,16,12,300,300,300,300,300,1,1
"94","cam worthy","East Carolina",2015,"WR",1992-04-06,74,211,22.4,2014,20,18.5,NA,NA,NA,92.3,NA,125,NA,4.64,107.282732887173,36.5,10.13,33.5,0.505882352941177,NA,NA,0.540540540540541,0.6,0.671232876712329,0.611111111111111,NA,1.15165165165165,"Y",2015-04-01,23,27.0878378378378,2015-10-08,260,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"95","cameron meredith","Illinois State",2015,"WR",1992-09-21,75,200,22,2014,30,16.1,115.21700021971,10.83,4.12,96.7,112.9,127,6.71,4.54,113.4565283557,39,9.25,32.125,0.623529411764706,0.700729927007299,0.73109243697479,0.675675675675676,0.666666666666667,0.520547945205479,0.666666666666667,2.5862597357429,1.34234234234234,"Y",2015-04-01,22.5397260273973,24.9955555555556,2015-10-08,260,111,146,39,300,300,300,300,300,300,300,300,300,300,300,300,39,0
"96","canaan severin","Virginia",2016,"WR",1993-03-16,74,212,21.5,2014,32.3,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.375,32.5,NA,NA,NA,NA,0.6,0.561643835616438,NA,NA,NA,"Y",2016-04-01,23.0602739726027,27.2162162162162,2016-10-08,260,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"97","carlos henderson","Louisiana Tech",2017,"WR",1994-12-19,71,199,20.7,2015,40,18.7,92.3469342233521,11.53,4.35,97.8,103.7,131,7.18,4.46,111.803701222393,36,9.13,31.38,0.717647058823529,0.357664233576642,0.53781512605042,0.513513513513513,0.4,0.438904109589041,0.777777777777778,1.5485190608018,1.29129129129129,"Y",2017-04-01,22.2986301369863,27.7518349533823,2017-10-08,82,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"98","carlton agudosi","Rutgers",2017,"WR",1994-02-01,77,217,23.6986301369863,NA,9.6,14.8,NA,11.16,4.37,97.1,98.9,124,6.79,4.66,113.383609511584,40.5,NA,NA,0.48235294117647,0.642335766423358,0.521008403361344,0.756756756756757,0.8,NA,0.583333333333333,NA,1.34009009009009,"N",2017-04-01,23.1780821917808,25.7296340023613,2017-10-08,260,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"99","carlton mitchell","South Florida",2010,"WR",1988-04-06,74.88,215,21.51,2009,27.5,17.8,103.804315491005,11.51,4.55,112.6047582,NA,122,6.96,4.46,103.709709525466,36,10.63,33.5,0.717647058823529,0.518248175182482,0.369747899159664,0.513513513513513,0.658666666666666,0.671232876712329,0.527777777777778,2.0684034621693,1.04129129129129,"Y",2010-04-01,22,26.9564137377639,2010-10-08,177,59,181,161,300,300,300,300,300,300,300,300,300,300,300,300,161,0
"100","cayleb jones","Arizona",2016,"WR",1993-03-21,75,209,21.5,2014,25.2,15.2,100.871027860331,11.13,4.14,91.9,96.2,112,6.99,4.65,90.3412547707812,33.5,9.25,32.75,0.494117647058823,0.496350364963503,0.714285714285715,0.378378378378378,0.666666666666667,0.589041095890411,0.25,1.93530406988348,0.628378378378378,"Y",2016-04-01,23.0465753424658,26.1203555555556,2016-10-08,260,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"101","cecil shorts","Mount Union",2011,"WR",1987-12-22,72,205,20.7,2008,40.8,17.1,108.206265076979,10.57,4.07,91.1,119.5,114,6.5,4.59,93.8899718511157,34.5,9.25,31.63,0.564705882352941,0.854014598540146,0.773109243697479,0.432432432432432,0.466666666666667,0.466301369863014,0.305555555555556,2.26814412470752,0.737987987987988,"Y",2011-04-01,23.2904109589041,27.7999614197531,2011-10-08,114,425,149,25,38,67,64,140,300,300,300,300,300,300,300,300,25,1
"102","chad hansen","California",2017,"WR",1995-01-18,74,202,21.6,2016,35.2,13.6,107.350978760423,10.87,4.13,97.3,104.3,119,6.74,4.53,99.2616600343618,35,10.13,32.13,0.635294117647058,0.678832116788321,0.722689075630252,0.459459459459459,0.6,0.521095890410959,0.444444444444444,2.22933508062554,0.903903903903904,"Y",2017-04-01,22.2164383561644,25.9324324324324,2017-10-08,141,21,141,300,300,300,300,300,300,300,300,300,300,300,300,300,141,NA
"103","chad jackson","Florida",2006,"WR",1985-09-06,72.88,213,19.09,2004,39,10.3,123.600569926497,10.7,3.97,116.7718814,NA,122,6.73,4.35,108.084840172454,38.5,9.25,32.75,0.847058823529412,0.686131386861313,0.857142857142857,0.648648648648649,0.525333333333333,0.589041095890411,0.527777777777778,2.96666840125889,1.17642642642643,"Y",2006-04-01,20.5808219178082,28.1915010585345,2006-10-08,36,40,103,300,163,300,300,300,300,300,300,300,300,300,300,300,103,0
"104","chad williams","Grambling State",2017,"WR",1994-10-19,72,207,20.9,2015,37.4,14.8,NA,11.21,4.15,104.1,137.1,123,7.06,4.45,108.984172583224,38.5,NA,NA,0.729411764705882,0.445255474452555,0.705882352941176,0.648648648648649,0.466666666666667,NA,0.555555555555556,NA,1.2042042042042,"Y",2017-04-01,22.4657534246575,28.0711805555556,2017-10-08,98,248,169,300,300,300,300,300,300,300,300,300,300,300,300,300,169,NA
"105","chance allen","Houston",2017,"WR",1994-01-11,73,207,21.7,2015,25,14.6,NA,12.09,4.64,70.1,68.4,116,7.45,4.93,91.3135060256674,32,NA,NA,0.164705882352942,0.160583941605839,0.294117647058824,0.297297297297297,0.533333333333333,NA,0.361111111111111,NA,0.658408408408408,"Y",2017-04-01,23.2356164383562,27.3073747419779,2017-10-08,260,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"106","chandler jones","San Jose State",2014,"WR",1991-11-28,71,174,20.8,2012,37.9,17.2,95.4842690676139,11.15,4.37,91.1,99.6,117,6.78,4.39,94.8379168246298,33.5,8.5,29.5,0.8,0.64963503649635,0.521008403361344,0.378378378378378,0.4,0.232876712328767,0.388888888888889,1.69087719738606,0.767267267267267,"Y",2014-04-01,22.3561643835616,24.265423527078,2014-10-08,260,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"107","chansi stuckey","Clemson",2007,"WR",1983-10-04,70.63,197,22.02,2005,29,14,95.8306752843948,11.05,4.14,82.52663467,NA,120,6.91,4.58,100.160992445132,35,10,31.5,0.576470588235294,0.554744525547445,0.714285714285715,0.459459459459459,0.375333333333333,0.452054794520548,0.472222222222222,1.70659555260476,0.931681681681682,"Y",2007-04-01,23.5068493150685,27.7615134628336,2007-10-08,235,59,300,72,90,83,156,300,300,300,300,300,300,300,300,300,72,0
"108","charles johnson","Grand Valley",2013,"WR",1989-02-27,74,215,22.5,2011,49.8,16.7,104.842866307546,11.27,4.31,112.2,113.8,133,6.96,4.44,119.727548949716,39.5,9.25,30.5,0.741176470588235,0.518248175182482,0.571428571428572,0.702702702702703,0.6,0.342465753424658,0.833333333333333,2.1155282245329,1.53603603603604,"Y",2013-04-01,24.1068493150685,27.6013513513514,2013-10-08,216,260,300,86,149,116,300,300,300,300,300,300,300,300,300,300,86,0
