"","Full.Name","College","Draft.Year","Position","Birth.Date","Height..Inches.","Weight","Breakout.Age","Breakout.Year","College.Dominator.Rating","College.YPR","Catch.Radius","Agility.Score","X20.Yard.Shuttle","Height.adjusted.Speed.Score","SPARQ.x","Broad.Jump","X3.Cone.Drill","X40.Yard.Dash","Burst.Score","Vertical.Jump","Hand.Size","Arm.Length","n_40","n_3c","n_20s","n_vj","n_he","n_al","n_bj","cr_score","bs_score","Had.Breakout","Draft.Date","Draft.Age","BMI","Late.Breakout.Date","Pick.Number","SOS.Rank","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","BestFinish","Success"
"188","deante' gray","TCU",2017,"WR",NA,68,184,NA,2014,11.4,14,NA,11.29,4.28,85.1,97.2,115,7.01,4.48,91.2891997442952,32.5,NA,NA,0.694117647058823,0.481751824817518,0.596638655462185,0.324324324324324,0.2,NA,0.333333333333333,NA,0.657657657657658,"Y",2017-04-01,NA,27.9740484429066,2017-10-08,260,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"189","dede westbrook","Oklahoma",2017,"WR",1993-11-21,72,178,22.8,2016,38.2,19.1,91.2119794573638,11.54,4.34,90.3,93.5,120,7.2,4.44,99.285966315734,34.5,NA,30.625,0.741176470588235,0.343065693430657,0.546218487394958,0.432432432432432,0.466666666666667,0.356164383561644,0.472222222222222,1.49701992104978,0.904654654654655,"Y",2017-04-01,23.3753424657534,24.1385030864198,2017-10-08,110,14,90,300,300,300,300,300,300,300,300,300,300,300,300,300,90,NA
"190","demarco sampson","San Diego State",2011,"WR",1985-12-19,74,204,23.81,2009,30.5,18,NA,NA,NA,85.32568333,NA,NA,NA,4.69,NA,NA,9.63,33,0.447058823529411,NA,NA,NA,0.6,0.616438356164384,NA,NA,NA,"Y",2011-04-01,25.2986301369863,26.1891891891892,2011-10-08,249,88,160,300,300,300,300,300,300,300,300,300,300,300,300,300,160,0
"191","demarcus ayers","Houston",2016,"WR",1994-07-07,69,182,21.2,2015,31.2,12.5,82.2688168088989,11.33,4.33,69.3,NA,123,7,4.72,99.3588851598505,33,9.25,31.25,0.411764705882353,0.489051094890511,0.554621848739496,0.351351351351351,0.266666666666667,0.424657534246575,0.555555555555556,1.09121944612312,0.906906906906907,"Y",2016-04-01,21.7506849315069,26.873766015543,2016-10-08,229,90,151,300,300,300,300,300,300,300,300,300,300,300,300,300,151,NA
"192","demarcus robinson","Florida",2016,"WR",1994-09-21,73,203,20,2014,26.6,13.1,103.483347976979,10.96,4.19,91.5,97,123,6.77,4.59,101.983963548043,34.5,9.5,33,0.564705882352941,0.656934306569343,0.672268907563025,0.432432432432432,0.533333333333333,0.616438356164384,0.555555555555556,2.05383940080226,0.987987987987988,"Y",2016-04-01,21.5424657534247,26.7796960030024,2016-10-08,126,19,300,117,300,300,300,300,300,300,300,300,300,300,300,300,117,NA
"193","demario bennett","Coastal Carolina",2014,"WR",1989-06-20,74,181,23.2,2012,20.7,16.7,100.751124110522,11.45,4.52,87.1,84.3,123,6.93,4.53,102.858989677441,35,NA,33.875,0.635294117647058,0.54014598540146,0.394957983193278,0.459459459459459,0.6,0.712328767123288,0.555555555555556,1.92986337730853,1.01501501501502,"Y",2014-04-01,24.7972602739726,23.2364864864865,2014-10-08,260,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"194","demaryius thomas","Georgia Tech",2010,"WR",1987-12-25,75,229,19.7,2007,70.9,25.1,NA,NA,NA,124.4,NA,NA,NA,4.41,NA,NA,10.5,NA,0.776470588235294,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,"Y",2010-04-01,22.2821917808219,28.6199111111111,2010-10-08,22,10,95,63,5,1,2,9,16,16,300,300,300,300,300,300,1,1
"195","denarius moore","Tennessee",2011,"WR",1988-12-09,72,194,19.7,2008,32.1,20.9,109.212603918786,10.93,4.15,97.6,109.9,118,6.78,4.45,100.112379882387,36,9.5,33,0.729411764705882,0.64963503649635,0.705882352941176,0.513513513513513,0.466666666666667,0.616438356164384,0.416666666666667,2.31380725261815,0.93018018018018,"Y",2011-04-01,22.3232876712329,26.3082561728395,2011-10-08,148,43,51,37,47,132,300,300,300,300,300,300,300,300,300,300,37,0
"196","dennis parks","Rice",2016,"WR",1994-07-27,73,201,21.1,2015,22.3,15.1,NA,11.48,4.48,85.2,83.8,122,7.44,4.66,97.5845266196832,32.5,NA,NA,0.48235294117647,0.167883211678832,0.428571428571428,0.324324324324324,0.533333333333333,NA,0.527777777777778,NA,0.852102102102102,"Y",2016-04-01,21.6958904109589,26.5158566335147,2016-10-08,260,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"197","deon-tay mcmanus","Marshall",2017,"WR",1994-02-16,72,226,23.6575342465753,NA,14.4,11.3,NA,11.79,4.41,100.4,109.1,116,7.38,4.59,94.8136105432576,34,NA,NA,0.564705882352941,0.211678832116788,0.487394957983193,0.405405405405405,0.466666666666667,NA,0.361111111111111,NA,0.766516516516517,"N",2017-04-01,23.1369863013699,30.647762345679,2017-10-08,260,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"198","deon butler","Penn State",2009,"WR",1986-01-04,70.38,182,19.76,2005,42.5,17.3,NA,11.49,4.48,96.51601153,NA,118,7.01,4.31,97.4873014941946,34.5,NA,NA,0.894117647058824,0.481751824817518,0.428571428571428,0.432432432432432,0.358666666666666,NA,0.416666666666667,NA,0.849099099099099,"Y",2009-04-01,23.2547945205479,25.8302249284342,2009-10-08,91,55,115,72,148,300,300,300,300,300,300,300,300,300,300,300,72,0
"199","deon long","Maryland",2015,"WR",1991-06-14,72,192,20.2,2011,31.1,11.3,93.3434020323893,11.25,4.27,91.5,99.1,120,6.98,4.51,98.4109401863364,34,9.5,31,0.658823529411765,0.503649635036496,0.605042016806723,0.405405405405405,0.466666666666667,0.397260273972603,0.472222222222222,1.593734285667,0.877627627627628,"Y",2015-04-01,23.813698630137,26.037037037037,2015-10-08,260,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"200","deonte greenberry","Houston",2015,"WR",1994-03-07,73,211,19.5,2013,34.2,13.1,91.3962886809226,11.54,4.31,98.5,115,116,7.23,4.55,97.4386889314503,35.5,9.5,31.25,0.611764705882353,0.321167883211678,0.571428571428572,0.486486486486487,0.533333333333333,0.424657534246575,0.361111111111111,1.50538304418568,0.847597597597598,"Y",2015-04-01,21.0821917808219,27.8350534809533,2015-10-08,260,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"201","deonte thompson","Florida",2012,"WR",1989-02-14,72,203,23.6630136986301,NA,13.3,15,103.123674991772,11.36,4.4,110.8,119.1,125,6.96,4.36,107.282732887173,36.5,NA,32.5,0.835294117647058,0.518248175182482,0.495798319327731,0.540540540540541,0.466666666666667,0.561643835616438,0.611111111111111,2.03751905933553,1.15165165165165,"N",2012-04-01,23.1424657534247,27.5287422839506,2012-10-08,260,22,164,140,300,168,104,64,300,300,300,300,300,300,300,300,64,0
"202","derek hagan","Arizona State",2006,"WR",1984-09-21,73.75,208,19.04,2003,34.5,15.7,NA,NA,4.07,106.6196522,NA,124,NA,4.45,105.508374347005,36,8.88,31.5,0.729411764705882,NA,0.773109243697479,0.513513513513513,0.583333333333333,0.452054794520548,0.583333333333333,NA,1.09684684684685,"Y",2006-04-01,21.5397260273973,26.8840448147084,2006-10-08,82,28,102,81,151,122,107,103,113,300,105,300,300,300,300,300,81,0
"203","derek moye","Penn State",2012,"WR",1988-08-12,76.25,209,21.16,2009,34.5,16.5,NA,NA,4.23,113.5024223,NA,115,NA,4.46,93.0392520030903,33.5,8.25,32.75,0.717647058823529,NA,0.638655462184874,0.378378378378378,0.75,0.589041095890411,0.333333333333333,NA,0.711711711711712,"Y",2012-04-01,23.6520547945205,25.2709701693093,2012-10-08,260,31,300,160,300,300,300,300,300,300,300,300,300,300,300,300,160,0
"204","derel walker","Texas A&M",2014,"WR",1991-06-29,73,188,23.2931506849315,NA,15.2,16,97.4066815061314,11.18,4.36,77.1,92.5,126,6.82,4.7,109.932117556738,37.5,NA,32.25,0.435294117647059,0.620437956204379,0.529411764705882,0.594594594594595,0.533333333333333,0.534246575342466,0.638888888888889,1.7781076225969,1.23348348348348,"N",2014-04-01,22.772602739726,24.8009007318446,2014-10-08,260,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"205","derrick johnson","Maine",2014,"WR",1991-07-06,71,190,23.2739726027397,NA,13.3,10.1,NA,10.8,4.2,88.5,99.5,122,6.6,4.52,98.4595527490808,33,NA,NA,0.647058823529412,0.781021897810219,0.663865546218487,0.351351351351351,0.4,NA,0.527777777777778,NA,0.879129129129129,"N",2014-04-01,22.7534246575342,26.4967268399127,2014-10-08,260,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"206","derrick williams","Penn State",2009,"WR",1986-07-06,71.5,194,23.2739726027397,NA,18,11,NA,NA,NA,78.38099737,NA,NA,NA,4.65,NA,33,NA,NA,0.494117647058823,NA,NA,0.351351351351351,0.433333333333333,NA,NA,NA,NA,"N",2009-04-01,22.7534246575342,26.677490341826,2009-10-08,82,55,138,163,300,300,300,300,300,300,300,300,300,300,300,300,138,0
"207","desean jackson","California",2008,"WR",1986-12-01,70,175,18.8,2005,32.1,14.9,100.539236093578,11.01,4.19,93.7,108.7,120,6.82,4.35,99.285966315734,34.5,9.38,29.75,0.847058823529412,0.620437956204379,0.672268907563025,0.432432432432432,0.333333333333333,0.26027397260274,0.472222222222222,1.92024885263903,0.904654654654655,"Y",2008-04-01,21.3479452054795,25.1071428571429,2008-10-08,49,7,32,11,21,29,61,12,23,66,37,45,300,300,300,300,11,1
"208","devante davis","UNLV",2015,"WR",1992-10-13,75,220,19.9,2012,40.8,16.2,101.337268172696,11.37,4.12,103.6,113.7,115,7.25,4.57,96.5393565206806,35.5,9.5,32.38,0.588235294117647,0.306569343065693,0.73109243697479,0.486486486486487,0.666666666666667,0.548493150684932,0.333333333333333,1.95645995708184,0.81981981981982,"Y",2015-04-01,22.4794520547945,27.4951111111111,2015-10-08,260,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"209","devante parker","Louisville",2015,"WR",1993-01-20,75,209,19.6,2012,46.3,19.9,NA,NA,NA,109.5,NA,125,NA,4.45,107.282732887173,36.5,9.25,33.25,0.729411764705882,NA,NA,0.540540540540541,0.666666666666667,0.643835616438356,0.611111111111111,NA,1.15165165165165,"Y",2015-04-01,22.2082191780822,26.1203555555556,2015-10-08,14,45,77,50,51,300,300,300,300,300,300,300,300,300,300,300,50,0
"210","devier posey","Ohio State",2012,"WR",1990-03-15,74,210,19.5,2009,25,16,103.086047925377,11.18,4.15,103.8,112.2,123,7.03,4.5,105.484068065633,36.5,9.63,31.63,0.670588235294117,0.467153284671533,0.705882352941176,0.540540540540541,0.6,0.466301369863014,0.555555555555556,2.03581171239203,1.0960960960961,"Y",2012-04-01,22.0630136986301,26.9594594594595,2012-10-08,68,30,147,124,175,300,300,300,300,300,300,300,300,300,300,300,124,0
"211","devin aromashodu","Auburn",2006,"WR",1984-05-23,74.5,201,21.38,2005,20,18.7,113.84216013615,11.2,4.16,109.9940314,NA,120,7.04,4.4,107.161201480312,39,9.13,32.75,0.788235294117646,0.45985401459854,0.697478991596639,0.675675675675676,0.633333333333333,0.589041095890411,0.472222222222222,2.52387567981246,1.1478978978979,"Y",2006-04-01,21.8712328767123,25.4588532048106,2006-10-08,233,61,300,137,300,83,129,87,129,300,300,300,300,300,300,300,83,0
"212","devin fuller","UCLA",2016,"WR",1994-01-29,72,194,22.7068493150685,NA,14.1,10.9,101.934181769345,11.1,4.07,98.5,109.2,124,7.03,4.44,105.508374347005,36,9.25,30.75,0.741176470588235,0.467153284671533,0.773109243697479,0.513513513513513,0.466666666666667,0.36986301369863,0.583333333333333,1.98354520986453,1.09684684684685,"N",2016-04-01,22.186301369863,26.3082561728395,2016-10-08,238,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"213","devin funchess","Michigan",2015,"WR",1994-05-21,76,232,19.3,2013,41.4,11.8,105.650098546971,11.46,4.48,107.9,107.8,122,6.98,4.6,108.084840172454,38.5,9.75,33.5,0.552941176470589,0.503649635036496,0.428571428571428,0.648648648648649,0.733333333333333,0.671232876712329,0.527777777777778,2.15215679084783,1.17642642642643,"Y",2015-04-01,20.8767123287671,28.2368421052632,2015-10-08,41,40,63,88,20,300,300,300,300,300,300,300,300,300,300,300,20,1
"214","devin hester sr.","Miami (FL)",2006,"WR",1982-11-04,71,190,23.9424657534247,NA,1.1,NA,NA,10.98,4.2,97.7,116.4,124,6.78,4.41,109.008478864596,38,NA,NA,0.776470588235294,0.64963503649635,0.663865546218487,0.621621621621622,0.4,NA,0.583333333333333,NA,1.20495495495495,"N",2006-04-01,23.4219178082192,26.4967268399127,2006-10-08,57,35,171,93,43,37,63,91,104,300,69,300,300,300,300,300,37,0
"215","devin lucien","Arizona State",2016,"WR",1993-06-26,73,222,22.2,2015,27.2,16.3,96.3771371804317,11.23,4.3,104.5,103.5,117,6.93,4.54,96.5879690834249,34.5,10.125,31.875,0.623529411764706,0.54014598540146,0.579831932773109,0.432432432432432,0.533333333333333,0.493150684931507,0.388888888888889,1.73139153425664,0.821321321321321,"Y",2016-04-01,22.7808219178082,29.2861700131357,2016-10-08,225,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"216","devin smith","Ohio State",2015,"WR",1992-03-03,72,196,20.5,2012,26.8,28.2,108.712508055684,10.98,4.15,101.3,111.1,122,6.83,4.42,108.959866301851,39,9,31,0.764705882352941,0.613138686131387,0.705882352941176,0.675675675675676,0.466666666666667,0.397260273972603,0.527777777777778,2.29111515288423,1.20345345345345,"Y",2015-04-01,23.0931506849315,26.579475308642,2015-10-08,37,29,140,185,300,300,300,300,300,300,300,300,300,300,300,300,140,0
"217","devin street","Pittsburgh",2014,"WR",1991-03-30,75,198,20.4,2011,38.7,16.7,114.996575043307,10.9,4.01,94.9,112.5,124,6.89,4.55,107.258426605801,37,9.25,33.38,0.611764705882353,0.569343065693431,0.823529411764706,0.567567567567568,0.666666666666667,0.658082191780822,0.583333333333333,2.5762578331961,1.1509009009009,"Y",2014-04-01,23.0219178082192,24.7456,2014-10-08,146,37,176,144,186,300,300,300,300,300,300,300,300,300,300,300,144,0
"218","devin thomas","Michigan State",2008,"WR",1986-11-15,73.88,216,20.89,2007,41,15.9,98.0720080766458,11.41,4.26,113.1389675,NA,126,7.15,4.43,93.306621098184,28,10.13,32.88,0.752941176470588,0.37956204379562,0.613445378151261,0.0810810810810811,0.592,0.603287671232877,0.638888888888889,1.80829714826123,0.71996996996997,"Y",2008-04-01,21.3917808219178,27.8198832212731,2008-10-08,34,52,110,87,188,158,300,300,300,300,300,300,300,300,300,300,87,0
"219","devon wylie","Fresno State",2012,"WR",1988-09-02,69,186,21,2009,16.9,12.8,105.345535412564,10.98,4.16,94.7,120.6,123,6.82,4.39,109.859198712621,39,9.5,30.25,0.8,0.620437956204379,0.697478991596639,0.675675675675676,0.266666666666667,0.315068493150685,0.555555555555556,2.13833708640487,1.23123123123123,"Y",2012-04-01,23.5945205479452,27.4643982356648,2012-10-08,107,77,158,300,300,300,300,300,300,300,300,300,300,300,300,300,158,0
"220","dez bryant","Oklahoma State",2010,"WR",1988-11-04,74,220,18.8,2007,62.5,17,NA,11.56,4.46,102.3,102.8,133,7.1,4.57,117.102470561523,38,9.75,NA,0.588235294117647,0.416058394160584,0.445378151260504,0.621621621621622,0.6,NA,0.833333333333333,NA,1.45495495495495,"Y",2010-04-01,21.4191780821918,28.2432432432432,2010-10-08,24,49,50,19,4,7,4,81,40,23,300,300,300,300,300,300,4,1
"221","dezmin lewis","Central Arkansas",2015,"WR",1992-12-05,76,214,19.8,2012,28,14.8,99.030116986511,11.39,4.28,101.3,104.5,119,7.11,4.58,96.6365816461692,33.5,9.875,32.5,0.576470588235294,0.408759124087591,0.596638655462185,0.378378378378378,0.733333333333333,0.561643835616438,0.444444444444444,1.8517718189049,0.822822822822823,"Y",2015-04-01,22.3342465753425,26.0460526315789,2015-10-08,234,160,300,199,300,300,300,300,300,300,300,300,300,300,300,300,199,0
"222","dezmon briscoe","Kansas",2010,"WR",1989-08-31,74,207,19.1,2008,42,16,90.4917195580874,11.67,4.57,88.83394301,NA,115,7.1,4.66,92.1642258736928,33,9.5,33.5,0.48235294117647,0.416058394160584,0.352941176470588,0.351351351351351,0.6,0.671232876712329,0.333333333333333,1.46433776813745,0.684684684684685,"Y",2010-04-01,20.5972602739726,26.5743243243243,2010-10-08,191,53,137,65,178,300,300,300,300,300,300,300,300,300,300,300,65,0
"223","dom williams","Washington State",2016,"WR",1992-12-11,74,198,22.7,2015,23.7,13.9,NA,11.32,4.28,102.4,108.7,125,7.04,4.45,114.282941922353,40.5,NA,NA,0.729411764705882,0.45985401459854,0.596638655462185,0.756756756756757,0.6,NA,0.611111111111111,NA,1.36786786786787,"Y",2016-04-01,23.3205479452055,25.4189189189189,2016-10-08,260,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"224","domenik hixon","Akron",2006,"WR",1984-10-08,74,197,20.9,2005,33.5,16.1,NA,NA,NA,102.8,NA,NA,NA,4.44,NA,NA,NA,NA,0.741176470588235,NA,NA,NA,0.6,NA,NA,NA,NA,"Y",2006-04-01,21.4931506849315,25.2905405405405,2006-10-08,130,99,300,174,58,111,300,143,69,142,300,300,300,300,300,300,58,0
"225","domonique young","Purdue",2017,"WR",1994-10-27,74,219,22.9643835616438,NA,13.6,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,"N",2017-04-01,22.4438356164384,28.1148648648649,2017-10-08,260,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"226","donald jones","Youngstown State",2010,"WR",1987-12-17,72.38,214,20.8,2008,33.3,10.3,NA,11.1,4.2,104.7149772,NA,119,6.9,4.46,109.761973587133,41,NA,NA,0.717647058823529,0.562043795620438,0.663865546218487,0.783783783783784,0.492,NA,0.444444444444444,NA,1.22822822822823,"Y",2010-04-01,22.3041095890411,28.7165287194683,2010-10-08,260,161,113,108,68,300,300,300,300,300,300,300,300,300,300,300,68,0
"227","donnie avery","Houston",2008,"WR",1984-06-12,71,183,21.2,2005,34.7,16,125.237224946332,10.21,3.91,92.4,124.6,126,6.3,4.43,109.932117556738,37.5,9.63,30.75,0.752941176470588,1,0.907563025210084,0.594594594594595,0.4,0.36986301369863,0.638888888888889,3.04093244077674,1.23348348348348,"Y",2008-04-01,23.8191780821918,25.5205316405475,2008-10-08,33,122,39,47,300,145,43,62,121,300,300,300,300,300,300,300,39,0
"228","donte foster","Ohio",2014,"WR",1990-11-10,73,193,21.8,2012,31.9,14.8,110.754606446547,11.09,4.3,92.5,110.2,130,6.79,4.52,121.404682364394,42,NA,31.75,0.647058823529412,0.642335766423358,0.579831932773109,0.837837837837838,0.533333333333333,0.479452054794521,0.75,2.38377638800126,1.58783783783784,"Y",2014-04-01,23.4054794520548,25.4604991555639,2014-10-08,260,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"229","donte moncrief","Mississippi",2014,"WR",1993-08-06,74,221,18.1,2011,32.1,15.9,109.729485233179,11.32,4.3,119.5,115.5,132,7.02,4.4,118.828216538946,39.5,9.13,32.38,0.788235294117646,0.474452554744526,0.579831932773109,0.702702702702703,0.6,0.548493150684932,0.805555555555556,2.33726100059371,1.50825825825826,"Y",2014-04-01,20.6657534246575,28.3716216216216,2014-10-08,90,9,79,37,76,81,300,300,300,300,300,300,300,300,300,300,37,0
"230","donteea dye","Heidelberg",2015,"WR",1993-08-20,72,195,19,2012,42.7,17.9,96.1420332330458,11.24,4.22,93.8,111.9,123,7.02,4.5,105.484068065633,36.5,9.25,30.5,0.670588235294117,0.474452554744526,0.647058823529412,0.540540540540541,0.466666666666667,0.342465753424658,0.555555555555556,1.72072357514011,1.0960960960961,"Y",2015-04-01,21.627397260274,26.4438657407407,2015-10-08,260,425,132,300,300,300,300,300,300,300,300,300,300,300,300,300,132,0
"231","dontre wilson","Ohio State",2017,"WR",1995-01-03,70,183,22.7780821917808,NA,18.8,13,NA,11.06,4.1,76.4,NA,112,6.96,4.63,89.4662286413837,33,NA,NA,0.51764705882353,0.518248175182482,0.747899159663866,0.351351351351351,0.333333333333333,NA,0.25,NA,0.601351351351351,"N",2017-04-01,22.2575342465753,26.2548979591837,2017-10-08,260,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"232","dontrelle inman","Virginia",2011,"WR",1989-01-31,75,205,21.6,2010,21.2,16,NA,10.66,4.13,100.9,104,118,6.53,4.52,96.612275364797,34,NA,NA,0.647058823529412,0.832116788321168,0.722689075630252,0.405405405405405,0.666666666666667,NA,0.416666666666667,NA,0.822072072072072,"Y",2011-04-01,22.1780821917808,25.6204444444444,2011-10-08,260,59,300,300,300,126,71,47,92,300,300,300,300,300,300,300,47,0
"233","dorial green-beckham","Missouri",2015,"WR",1993-04-12,77,237,20.4,2013,31.8,15,104.37478319329,11.34,4.45,123,102.2,119,6.89,4.49,96.6365816461692,33.5,9,32.5,0.68235294117647,0.569343065693431,0.453781512605042,0.378378378378378,0.8,0.561643835616438,0.444444444444444,2.09428871927769,0.822822822822823,"Y",2015-04-01,21.9835616438356,28.1010288412886,2015-10-08,40,10,60,86,300,300,300,300,300,300,300,300,300,300,300,300,60,0
"234","doug baldwin","Stanford",2011,"WR",1988-09-21,70,189,20,2008,27,14.8,NA,10.82,4.26,86.1,94.5,123,6.56,4.53,106.359094195031,37,NA,NA,0.635294117647058,0.81021897810219,0.613445378151261,0.567567567567568,0.333333333333333,NA,0.555555555555556,NA,1.12312312312312,"Y",2011-04-01,22.5397260273973,27.1157142857143,2011-10-08,260,9,41,78,41,44,10,8,14,300,300,300,300,300,300,300,8,1
"235","douglas mcneil","Bowie State",2013,"WR",1988-07-22,75,200,22.1,2010,47.2,19.6,NA,NA,NA,86.4,NA,NA,NA,4.67,NA,NA,NA,NA,0.470588235294118,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,"Y",2013-04-01,24.7095890410959,24.9955555555556,2013-10-08,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,0
"236","dres anderson","Utah",2015,"WR",1992-07-20,73,187,21.1,2013,32.5,18.9,101.9082083403,11.05,4.22,85,102.6,121,6.83,4.58,105.435455502889,37.5,9.38,31.63,0.576470588235294,0.613138686131387,0.647058823529412,0.594594594594595,0.533333333333333,0.466301369863014,0.5,1.98236665254021,1.09459459459459,"Y",2015-04-01,22.7123287671233,24.6689810471008,2015-10-08,260,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"237","drew davis","Oregon",2012,"WR",1989-01-04,73,205,23.7753424657534,NA,12.8,11.2,NA,11.24,4.21,91.6,102.6,120,7.03,4.6,96.6608879275413,33,NA,NA,0.552941176470589,0.467153284671533,0.65546218487395,0.351351351351351,0.533333333333333,NA,0.472222222222222,NA,0.823573573573574,"N",2012-04-01,23.2547945205479,27.0435353724901,2012-10-08,260,35,150,116,300,300,300,300,300,300,300,300,300,300,300,300,116,0
"238","drew morgan","Arkansas",2017,"WR",1994-12-02,72,190,20.8,2015,22.4,12.4,89.1948539450237,10.97,4.12,74.2,87.8,112,6.85,4.74,84.2160718649983,30,9.5,30.38,0.388235294117647,0.598540145985402,0.73109243697479,0.189189189189189,0.466666666666667,0.329315068493151,0.25,1.40549184277707,0.439189189189189,"Y",2017-04-01,22.3452054794521,25.7658179012346,2017-10-08,260,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"239","duron carter","Florida Atlantic",2013,"WR",1991-03-22,76,205,22.5643835616438,NA,6.5,13.5,NA,11.37,4.47,92.9,93.9,124,6.9,4.63,100.25821757062,33,NA,NA,0.51764705882353,0.562043795620438,0.436974789915967,0.351351351351351,0.733333333333333,NA,0.583333333333333,NA,0.934684684684685,"N",2013-04-01,22.0438356164384,24.9506578947368,2013-10-08,260,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,0
"240","durron neal","Oklahoma",2016,"WR",1993-11-03,71,199,22.9452054794521,NA,14.7,12.5,NA,11.68,4.46,87.2,90.8,121,7.22,4.59,96.6851942089135,32.5,NA,NA,0.564705882352941,0.328467153284672,0.445378151260504,0.324324324324324,0.4,NA,0.5,NA,0.824324324324324,"N",2016-04-01,22.4246575342466,27.7518349533823,2016-10-08,260,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"241","dwayne bowe","LSU",2007,"WR",1984-09-21,74,221,21,2005,35.4,15.2,106.009042776174,11.16,4.35,108.3,106.6,125,6.81,4.51,101.15754998139,33,9.63,34.25,0.658823529411765,0.627737226277372,0.53781512605042,0.351351351351351,0.6,0.753424657534247,0.611111111111111,2.16844406464663,0.962462462462462,"Y",2007-04-01,22.5397260273973,28.3716216216216,2007-10-08,23,20,22,15,52,4,14,42,42,57,167,300,300,300,300,300,4,1
"242","dwayne harris","East Carolina",2011,"WR",1987-09-16,70,200,22,2009,32.9,11.1,95.2501065295284,10.98,4.21,89.5,98,111,6.77,4.55,90.3169484894091,34,10.13,31.13,0.611764705882353,0.656934306569343,0.65546218487395,0.405405405405405,0.333333333333333,0.411506849315068,0.222222222222222,1.68025195518704,0.627627627627628,"Y",2011-04-01,23.5561643835616,28.6938775510204,2011-10-08,176,62,300,115,125,140,72,172,300,300,300,300,300,300,300,300,72,0
"243","dwayne stanford","Oregon",2017,"WR",1993-09-04,75,213,24.1095890410959,NA,9.6,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,"N",2017-04-01,23.5890410958904,26.6202666666667,2017-10-08,260,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"244","earl bennett","Vanderbilt",2008,"WR",1987-03-23,71,204,18.5,2005,38.4,11.1,93.0689077080191,11.37,4.22,98.5,106.5,110,7.15,4.48,86.7925376904467,32.5,9.5,32.13,0.694117647058823,0.37956204379562,0.647058823529412,0.324324324324324,0.4,0.521095890410959,0.194444444444444,1.58127896850767,0.518768768768769,"Y",2008-04-01,21.041095890411,28.4491172386431,2008-10-08,70,15,182,48,57,92,82,91,300,300,300,300,300,300,300,300,48,0
"245","ed eagan","Northwestern St",2016,"WR",1993-06-19,70,192,21.2,2014,32.1,12.8,NA,11.22,4.13,85.2,94.6,118,7.09,4.56,96.612275364797,34,NA,NA,0.6,0.423357664233577,0.722689075630252,0.405405405405405,0.333333333333333,NA,0.416666666666667,NA,0.822072072072072,"Y",2016-04-01,22.8,27.5461224489796,2016-10-08,260,260,300,205,300,300,300,300,300,300,300,300,300,300,300,300,205,NA
